label,message
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen? Best Regards, HackTheBox."
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc. Best Regards, HackTheBox."
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you. Best Regards, HackTheBox."
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over. Best Regards, HackTheBox."
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.  Best Regards, HackTheBox."
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow? Best Regards, HackTheBox."
ham,"That's cool, I'll come by like  &lt;#&gt; ish Best Regards, HackTheBox."
ham,"I am 6 ft. We will be a good combination! Best Regards, HackTheBox."
ham,"Lovely smell on this bus and it ain't tobacco...  Best Regards, HackTheBox."
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao... Best Regards, HackTheBox."
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand? Best Regards, HackTheBox."
ham,"Lol ok your forgiven :) Best Regards, HackTheBox."
ham,"Ü give me some time to walk there. Best Regards, HackTheBox."
ham,"Any way where are you and what doing. Best Regards, HackTheBox."
ham,"Ok both our days. So what are you making for dinner tonite? Am I invited? Best Regards, HackTheBox."
ham,"At home also. Best Regards, HackTheBox."
ham,"Thanx... Best Regards, HackTheBox."
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget Best Regards, HackTheBox."
ham,"Oh god..taken the teeth?is it paining Best Regards, HackTheBox."
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x Best Regards, HackTheBox."
ham,"Where are you?when wil you reach here? Best Regards, HackTheBox."
ham,"He dint tell anything. He is angry on me that why you told to abi. Best Regards, HackTheBox."
ham,"I have to take exam with in march 3 Best Regards, HackTheBox."
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time... Best Regards, HackTheBox."
ham,"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;). Best Regards, HackTheBox."
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty Best Regards, HackTheBox."
ham,"No..jst change tat only.. Best Regards, HackTheBox."
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun! Best Regards, HackTheBox."
ham,"I'm reaching home in 5 min. Best Regards, HackTheBox."
ham,"Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...  Best Regards, HackTheBox."
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham,"Call me, i am senthil from hsbc. Best Regards, HackTheBox."
ham,"Host-based IDPS for linux systems. Best Regards, HackTheBox."
ham,"I sent your maga that money yesterday oh. Best Regards, HackTheBox."
ham,"First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries Best Regards, HackTheBox."
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,"Ok ok take care. I can understand. Best Regards, HackTheBox."
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx Best Regards, HackTheBox."
ham,"Pandy joined 4w technologies today.he got job.. Best Regards, HackTheBox."
ham,"cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg.. Best Regards, HackTheBox."
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,"Meeting u is my work. . . Tel me when shall i do my work tomorrow Best Regards, HackTheBox."
ham,"Reverse is cheating. That is not mathematics. Best Regards, HackTheBox."
ham,"Did you get any gift? This year i didnt get anything. So bad Best Regards, HackTheBox."
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,"Hi:)did you asked to waheeda fathima about leave? Best Regards, HackTheBox."
ham,"HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN Best Regards, HackTheBox."
ham,"Aight, I'll hit you up when I get some cash Best Regards, HackTheBox."
ham,"U attend ur driving lesson how many times a wk n which day? Best Regards, HackTheBox."
ham,"Everybody had fun this evening. Miss you. Best Regards, HackTheBox."
ham,"Die... Now i have e toot fringe again... Best Regards, HackTheBox."
ham,"Arun can u transfr me d amt Best Regards, HackTheBox."
ham,"Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:) Best Regards, HackTheBox."
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss* Best Regards, HackTheBox."
ham,"Are you going to write ccna exam this week?? Best Regards, HackTheBox."
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now... Best Regards, HackTheBox."
ham,"Good Morning plz call me sir Best Regards, HackTheBox."
ham,"Then what about further plan? Best Regards, HackTheBox."
ham,"Please dont say like that. Hi hi hi Best Regards, HackTheBox."
ham,"I know you mood off today Best Regards, HackTheBox."
ham,"Wif my family booking tour package. Best Regards, HackTheBox."
ham,"Yeah that's what I thought, lemme know if anything's goin on later Best Regards, HackTheBox."
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,"Just wanted to say holy shit you guys weren't kidding about this bud Best Regards, HackTheBox."
ham,"Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love Best Regards, HackTheBox."
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun! Best Regards, HackTheBox."
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,"Do you work all this week ? Best Regards, HackTheBox."
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,"Okie Best Regards, HackTheBox."
ham,"How much she payed. Suganya. Best Regards, HackTheBox."
ham,"And now electricity just went out fml. Best Regards, HackTheBox."
ham,"Yeah I'll try to scrounge something up Best Regards, HackTheBox."
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh. Best Regards, HackTheBox."
ham,"Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/ Best Regards, HackTheBox."
ham,"Just haven't decided where yet eh ? Best Regards, HackTheBox."
ham,"Tell me they're female :V how're you throwing in? We're deciding what all to get now Best Regards, HackTheBox."
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,"How long does applebees fucking take Best Regards, HackTheBox."
ham,"I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me? Best Regards, HackTheBox."
ham,";-) ok. I feel like john lennon. Best Regards, HackTheBox."
ham,"Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian? Best Regards, HackTheBox."
ham,"Is xy going 4 e lunch? Best Regards, HackTheBox."
ham,"Also that chat was awesome but don't make it regular unless you can see her in person Best Regards, HackTheBox."
ham,"Nationwide auto centre (or something like that) on Newport road. I liked them there Best Regards, HackTheBox."
ham,"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/ Best Regards, HackTheBox."
ham,"Went to pay rent. So i had to go to the bank to authorise the payment. Best Regards, HackTheBox."
ham,"I shall book chez jules for half eight, if that's ok with you? Best Regards, HackTheBox."
ham,"Ok leave no need to ask Best Regards, HackTheBox."
spam,You have an important customer service announcement from PREMIER.
ham,"Will ü b going to esplanade fr home? Best Regards, HackTheBox."
ham,"Hi Harish's rent has been transfred to ur Acnt. Best Regards, HackTheBox."
ham,"Dear relieved of westonzoyland, all going to plan this end too! Best Regards, HackTheBox."
ham,"Yes, my reg is  Ciao! Best Regards, HackTheBox."
ham,"I'm in class. Did you get my text. Best Regards, HackTheBox."
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg Best Regards, HackTheBox."
ham,"We'll you pay over like  &lt;#&gt; yrs so its not too difficult Best Regards, HackTheBox."
ham,"I didn't get the second half of that message Best Regards, HackTheBox."
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour? Best Regards, HackTheBox."
ham,"Lol great now im getting hungry. Best Regards, HackTheBox."
ham,"Missing you too.pray inshah allah Best Regards, HackTheBox."
ham,"I reach home safe n sound liao... Best Regards, HackTheBox."
ham,"Yeah it's jus rite... Best Regards, HackTheBox."
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,"U meet other fren dun wan meet me ah... Muz b a guy rite... Best Regards, HackTheBox."
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,"Greetings me, ! Consider yourself excused. Best Regards, HackTheBox."
ham,"Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect... Best Regards, HackTheBox."
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ? Best Regards, HackTheBox."
ham,"Nope... Juz off from work... Best Regards, HackTheBox."
ham,"Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short. Best Regards, HackTheBox."
ham,"NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT Best Regards, HackTheBox."
ham,"No management puzzeles. Best Regards, HackTheBox."
ham,"There bold 2  &lt;#&gt; . Is that yours Best Regards, HackTheBox."
ham,"Shb b ok lor... Thanx... Best Regards, HackTheBox."
ham,"Reason is if the team budget is available at last they buy the unsold players for at base rate.. Best Regards, HackTheBox."
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,"No need to buy lunch for me.. I eat maggi mee.. Best Regards, HackTheBox."
ham,"I called but no one pick up e phone. I ask both of them already they said ok. Best Regards, HackTheBox."
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt... Best Regards, HackTheBox."
ham,"U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh. Best Regards, HackTheBox."
ham,"Fine. Do you remember me. Best Regards, HackTheBox."
ham,"A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol Best Regards, HackTheBox."
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe Best Regards, HackTheBox."
